Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
369	-3.3224044	29.341402	51.0	-122.0	27.278688	-0.05328065	9.186103	26.316687	-53.35945	1850000	-1.039505e-08	286.1078	-0.021737337	-76.96077	0.099108025	0.014050292	0.0726	79.0	3382.195467233658
370	-0.82722515	24.740252	68.0	-72.0	26.120419	-1.2493671	10.268928	26.218256	-47.877888	1855000	-1.9073486e-10	213.43703	-0.020271927	-46.34456	0.10059386	0.013021753	0.0756	79.0	3395.4864337444305
371	-0.44198895	24.280207	68.0	-58.0	27.60221	-0.84360725	9.175117	32.011486	-53.580162	1860000	-4.005432e-09	203.95311	-0.020896984	-46.800705	0.0921594	0.012980598	0.0742	79.0	3409.151043653488
372	1.1590909	26.024632	66.0	-99.0	28.272728	-0.09522402	9.07305	29.474997	-36.012016	1865000	-9.536743e-09	239.68092	-0.020609165	-52.980606	0.09842534	0.010997052	0.0802	79.0	3422.070105075836
373	-2.362162	27.288523	78.0	-93.0	26.951351	0.027426245	9.967425	27.677864	-31.834785	1870000	-3.8146972e-10	225.05185	-0.02172702	-39.671707	0.10138218	0.014958389	0.0784	71.0	3434.9835681915283
374	-1.1808511	23.4137	49.0	-85.0	26.51064	-1.3220649	10.220375	25.31306	-50.236298	1875000	-3.8146974e-09	191.05124	-0.020317776	-31.302383	0.08878223	0.015106634	0.0702	60.0	3448.304451227188
375	-0.67368424	24.182178	73.0	-70.0	26.210526	0.053625427	9.1064625	28.308548	-46.11751	1880000	1.0681152e-08	183.01628	-0.02016102	-31.580475	0.088150255	0.014349478	0.0686	68.0	3461.089021205902
376	-4.126984	25.132132	64.0	-73.0	26.433863	-0.6493337	9.443737	25.860504	-31.93204	1885000	1.5258789e-09	208.78795	-0.020872103	-32.891342	0.09696804	0.013832843	0.0764	79.0	3474.590507507324
377	-1.9130435	28.169964	52.0	-104.0	27.043478	-1.4323521	9.504499	22.090923	-36.434475	1890000	-4.005432e-09	218.84525	-0.021691348	-37.312866	0.09436435	0.011675696	0.0784	79.0	3487.4777116775513
378	-2.46875	24.930925	56.0	-62.0	25.973959	-0.91074646	10.294375	37.49398	-69.46937	1895000	-1.1825562e-08	210.78787	-0.022034727	-43.68962	0.0998624	0.01302919	0.0778	79.0	3500.837831735611
379	0.7027027	26.586996	75.0	-72.0	26.945946	-0.989153	10.288824	30.399517	-57.077072	1900000	3.4332275e-09	202.76398	-0.019016607	-45.172226	0.102599084	0.01530892	0.0692	43.0	3513.5461077690125
380	-0.2620321	25.22669	80.0	-57.0	26.721926	0.39746085	10.156027	28.528044	-39.00125	1905000	-4.196167e-09	198.25117	-0.018971503	-35.251205	0.09645468	0.014648452	0.0738	79.0	3527.4422392845154
381	-1.9153439	24.80982	66.0	-94.0	26.396826	0.28721026	9.575175	29.292603	-38.53224	1910000	1.2588501e-08	195.51517	-0.021745268	-34.009262	0.09964818	0.012629657	0.0778	79.0	3541.3014512062073
382	-0.6822917	23.627274	59.0	-98.0	25.989584	-0.42422992	10.532046	42.981884	-46.410145	1915000	-9.822846e-09	199.74937	-0.018283628	-38.74092	0.08843717	0.010962599	0.0672	79.0	3555.18310046196
383	-2.2265193	25.409975	50.0	-105.0	27.585636	0.23557268	9.483373	34.131603	-38.43888	1920000	-5.722046e-10	216.54922	-0.021340854	-35.212784	0.09373451	0.014340033	0.0786	79.0	3568.4467601776123
384	1.9456521	28.58506	54.0	-98.0	27.152174	0.10834534	9.10145	22.877562	-34.39144	1925000	5.340576e-09	257.44705	-0.020638274	-44.674973	0.0923973	0.009484224	0.068	79.0	3582.1774876117706
385	0.119170986	23.057741	56.0	-64.0	25.818653	0.68626297	10.329458	27.417336	-38.929718	1930000	2.0980835e-09	162.40802	-0.021653146	-22.385742	0.08880542	0.014547525	0.078	79.0	3595.5260396003723
386	-1.1639345	25.688879	69.0	-92.0	27.202187	0.4914241	9.553074	24.33193	-35.914944	1935000	-2.670288e-09	250.31592	-0.020026114	-80.92525	0.09731014	0.014453202	0.0788	79.0	3608.2923769950867
387	-4.3756905	32.15007	65.0	-237.0	27.61326	0.41150346	10.328883	37.607662	-90.34421	1940000	6.866455e-09	301.67456	-0.019162832	-59.957016	0.094355784	0.01264688	0.069	79.0	3621.844509124756
388	-2.8201058	24.407461	71.0	-69.0	26.328043	-2.2274923	10.027256	22.673952	-59.507633	1945000	-4.768372e-10	182.6813	-0.020329086	-33.882553	0.08360184	0.014892248	0.0702	79.0	3634.4649336338043
389	-0.8947368	24.604225	67.0	-75.0	26.2	-0.51239115	9.690606	34.38962	-54.978973	1950000	1.1348725e-08	184.8766	-0.01921933	-28.681534	0.091535926	0.0152579285	0.0704	61.0	3647.579625606537
390	-0.011173184	24.837795	55.0	-69.0	27.93296	-0.51924694	9.96112	30.09191	-42.869694	1955000	-7.915497e-09	202.95653	-0.015891401	-46.0289	0.078800626	0.009280229	0.0592	79.0	3661.267288208008
391	-3.781915	27.674597	68.0	-81.0	26.50532	-0.6908757	8.575541	30.007303	-26.906748	1960000	-4.9591065e-09	233.2084	-0.017655227	-42.342545	0.07870286	0.015241736	0.0634	55.0	3674.2697863578796
392	-4.0102043	25.683313	77.0	-88.0	25.489796	-1.5695583	10.029478	30.331179	-40.50045	1965000	1.1444092e-09	223.70575	-0.019420283	-53.46193	0.08170097	0.015082912	0.0674	50.0	3687.3646001815796
393	-3.3442624	24.45508	61.0	-71.0	27.229507	-1.8110943	8.823012	28.718626	-38.70617	1970000	-6.055832e-09	226.8698	-0.02062472	-55.59822	0.09813743	0.007831732	0.0792	79.0	3700.5586216449738
394	-0.546875	23.089226	69.0	-54.0	26.041666	-0.6287606	8.9749365	30.593414	-27.722292	1975000	-5.340576e-09	171.51797	-0.020106254	-34.79425	0.085699916	0.01262248	0.072	79.0	3713.9997482299805
395	-2.2760417	25.485123	73.0	-80.0	25.994791	0.39554498	8.84444	28.074057	-27.497728	1980000	8.773804e-09	199.02637	-0.020622205	-29.729431	0.08915689	0.014587881	0.071	79.0	3727.2868604660034
396	-4.327957	23.463652	49.0	-74.0	26.849463	-1.2954291	9.484352	25.716671	-41.12811	1985000	-6.866455e-09	191.26295	-0.01680832	-33.430084	0.08367746	0.01574961	0.0626	37.0	3740.9884123802185
397	-0.1904762	22.88748	58.0	-87.0	26.291006	-1.1562959	8.332341	26.26716	-35.35862	1990000	-1.783371e-08	183.59604	-0.018509256	-36.06334	0.080973744	0.014941796	0.069	69.0	3754.8778347969055
398	-2.569149	24.010868	46.0	-72.0	26.542553	-0.5996924	8.872721	24.487436	-29.119425	1995000	2.0742417e-09	187.6816	-0.019990278	-37.835327	0.09216278	0.015067334	0.0732	65.0	3768.5991621017456
399	0.23913044	23.843863	60.0	-70.0	27.11413	0.10261907	9.042797	26.668869	-43.532932	2000000	-1.4305115e-09	208.0793	-0.02032821	-49.092606	0.08919663	0.010626124	0.076	79.0	3782.2756927013397
400	-1.4064171	25.07967	89.0	-75.0	26.604279	0.19602613	9.36326	26.728804	-45.175297	2005000	1.7356873e-08	197.91666	-0.020282323	-35.214462	0.08754342	0.011149324	0.078	79.0	3796.4822108745575
401	-0.8010753	24.185621	50.0	-80.0	26.806452	0.42999047	9.720369	30.537117	-39.584217	2010000	-1.6784668e-08	201.50473	-0.020520698	-46.113434	0.09957394	0.013686754	0.0756	79.0	3810.028877258301
402	-1.6648352	23.098753	46.0	-64.0	27.384615	-0.46245006	8.782986	27.610943	-44.36617	2015000	-4.577637e-09	182.80882	-0.019345028	-37.80995	0.084555216	0.0153075075	0.0656	70.0	3823.974697828293
403	-1.7821229	25.672682	59.0	-66.0	27.759777	-0.7119974	9.824551	25.360346	-31.033808	2020000	-1.0490417e-08	239.17908	-0.02109519	-62.24324	0.0816078	0.015306841	0.0684	61.0	3837.9998693466187
404	-3.3802083	23.803585	54.0	-81.0	25.958334	-0.78255385	9.9501095	26.547142	-55.228065	2025000	1.8119811e-08	222.7786	-0.018884422	-68.19536	0.08413608	0.015238016	0.0694	70.0	3851.692118406296
405	-4.010582	26.845627	80.0	-95.0	26.433863	-2.5926821	10.265379	27.993689	-46.877167	2030000	1.2969971e-08	215.56128	-0.019240625	-48.076126	0.088238485	0.015251654	0.0656	39.0	3865.6932570934296
406	0.43783784	25.07907	67.0	-63.0	26.962162	-0.6340253	10.863312	42.600094	-42.764404	2035000	1.2397766e-08	234.0278	-0.017081859	-53.28517	0.08237762	0.014831342	0.065	58.0	3878.645349740982
407	0.42780748	25.069504	71.0	-64.0	26.582888	1.8333346	9.224252	35.965897	-27.785181	2040000	1.1634826e-08	198.53835	-0.017984465	-37.021423	0.09233321	0.015271682	0.0666	37.0	3892.359549999237
408	-2.6507936	23.0308	69.0	-72.0	26.41799	-0.49521953	8.677239	30.821383	-39.74623	2045000	1.1444092e-09	190.47157	-0.01797568	-40.804276	0.07654294	0.014179718	0.0706	79.0	3906.4802544116974
409	-0.9086022	22.434786	49.0	-69.0	26.827957	-0.54692334	8.585303	31.38404	-34.79874	2050000	-9.727478e-09	195.26492	-0.020998638	-49.4422	0.07862394	0.0071454667	0.0688	79.0	3920.5049064159393
410	-2.0216217	26.815075	56.0	-94.0	26.913513	-0.59436864	8.792529	23.847708	-48.53082	2055000	-9.536743e-09	208.3199	-0.01967568	-52.07402	0.08767075	0.0134684825	0.0696	79.0	3934.5344545841217
411	0.6243386	22.752909	72.0	-59.0	26.396826	-0.20482363	10.369666	33.21822	-59.722023	2060000	-5.1498414e-09	169.70415	-0.018449731	-38.780228	0.08547591	0.012576753	0.0704	79.0	3948.7143149375916
412	0.5445026	22.90721	52.0	-55.0	26.151833	1.9295697	9.878069	37.90907	-74.190315	2065000	-1.001358e-09	182.11343	-0.019351345	-46.01822	0.08789602	0.012677843	0.0742	79.0	3962.9575600624084
413	-6.569061	26.354614	52.0	-97.0	27.45304	-0.6728026	10.41209	47.179012	-55.578655	2070000	3.0517577e-09	232.2001	-0.017578973	-70.77228	0.07755	0.015172409	0.0646	50.0	3975.8452503681183
414	-3.6519337	24.800539	54.0	-90.0	27.541437	-3.200384	10.002622	23.516382	-37.886387	2075000	7.4386595e-09	207.62192	-0.021929454	-33.34024	0.09037586	0.0118304845	0.0772	79.0	3989.878078699112
415	-3.0714285	24.595194	74.0	-64.0	27.274725	-1.7637434	9.51269	27.081367	-31.386442	2080000	7.820129e-09	225.28075	-0.019088754	-57.161423	0.087388	0.012458371	0.0762	79.0	4003.940702676773
416	2.9414895	24.552198	61.0	-72.0	26.55851	-1.3071573	10.222925	33.94189	-50.243095	2085000	3.9577484e-09	201.64873	-0.019335255	-57.78743	0.09253771	0.013840108	0.0776	79.0	4018.3865134716034
417	0.06703911	24.93715	68.0	-85.0	27.849161	0.4876241	9.470363	34.904896	-28.904251	2090000	-3.8146972e-10	207.09442	-0.020929016	-40.303192	0.086466685	0.014501674	0.077	79.0	4032.2338333129883
418	-1.5911602	25.38257	58.0	-80.0	27.569061	-0.8592477	9.70025	29.319044	-36.258896	2095000	-1.5068053e-08	218.85025	-0.01834683	-39.056	0.084306054	0.015210757	0.0702	61.0	4046.6351001262665
419	-0.8578947	25.49274	67.0	-87.0	26.31579	-0.5783815	8.500208	26.235573	-38.896732	2100000	1.4877319e-08	217.34364	-0.019256216	-45.748672	0.08099618	0.0143153835	0.0698	79.0	4060.5249400138855
420	-5.284153	26.178583	61.0	-119.0	27.224043	-0.24677046	9.880183	29.52031	-47.91478	2105000	1.7642975e-08	229.88887	-0.018377231	-59.60289	0.077387586	0.014701365	0.0656	65.0	4074.930342912674
421	-1.9071038	24.095373	53.0	-67.0	27.207651	-2.5907824	9.75098	27.606234	-32.82008	2110000	-3.2424927e-09	207.19518	-0.018382123	-40.62523	0.085022025	0.011507715	0.0696	79.0	4089.4874074459076
422	0.18085106	23.398928	58.0	-62.0	26.44149	-0.014349366	9.216303	37.78508	-29.510061	2115000	-7.05719e-09	177.10962	-0.018803177	-33.279587	0.07953565	0.015190603	0.0722	65.0	4104.116672992706
423	-2.7189188	26.900757	91.0	-78.0	26.891891	0.22670369	9.745456	47.558723	-36.165142	2120000	3.528595e-09	234.99057	-0.018773954	-49.076965	0.087532096	0.015170926	0.078	76.0	4118.532114505768
424	-1.4438503	24.484215	72.0	-80.0	26.673798	-0.8461299	9.605272	27.704731	-36.357327	2125000	7.4386595e-09	190.05576	-0.018126192	-31.116745	0.07546281	0.011101494	0.0648	79.0	4132.865335702896
425	-1.25	24.569187	57.0	-79.0	26.56383	0.65797204	9.609499	27.043423	-30.53683	2130000	-1.0490417e-08	209.23169	-0.019721007	-43.51651	0.080128565	0.014728076	0.0698	79.0	4147.016396284103
426	-2.844086	24.4664	52.0	-72.0	26.768818	-0.9100951	9.512463	39.192307	-44.532368	2135000	1.0967255e-08	210.7019	-0.018640231	-50.800873	0.083884045	0.015117894	0.0662	76.0	4161.316400766373
427	-3.2756758	23.950956	61.0	-64.0	27.01081	0.13095559	9.948887	38.82188	-62.770878	2140000	-2.9563905e-09	211.9362	-0.016875548	-45.3257	0.075602695	0.015019431	0.0668	57.0	4175.17489695549
428	-3.903226	26.417477	51.0	-90.0	26.844086	-1.4881299	9.111178	32.82557	-35.451748	2145000	-5.340576e-09	232.1267	-0.018286502	-47.79457	0.07251819	0.012052501	0.0676	79.0	4189.462159156799
429	-3.4340658	24.325708	52.0	-80.0	27.428572	-2.1290855	10.531661	46.025726	-36.832886	2150000	9.536743e-11	221.79248	-0.017073737	-47.661926	0.07628888	0.015166331	0.0626	63.0	4204.010986804962
430	-2.6349206	23.0768	55.0	-70.0	26.407408	-0.5229702	9.174	27.680574	-36.44542	2155000	3.7193297e-09	174.00694	-0.01666961	-31.142517	0.071991175	0.011845734	0.0644	79.0	4218.782252788544
431	-0.9120879	25.919634	54.0	-90.0	27.412088	-0.3844394	9.105645	32.596596	-32.146366	2160000	8.392334e-09	229.3746	-0.014944781	-47.391006	0.07619451	0.0151563445	0.0598	43.0	4232.982887983322
432	1.3081081	24.81689	89.0	-62.0	27.005405	0.9972957	10.30755	34.41254	-30.863749	2165000	8.296967e-09	233.94725	-0.018972676	-65.20097	0.07859966	0.015236008	0.0692	74.0	4247.3849976062775
433	-1.2352941	24.569628	61.0	-85.0	26.593582	0.6691566	9.617357	27.17987	-37.054646	2170000	2.2888185e-09	181.89716	-0.016603632	-37.04413	0.07144215	0.015348833	0.0638	76.0	4261.6908547878265
434	-1.0994765	26.640827	63.0	-81.0	26.068064	-0.3205702	9.347851	33.591644	-30.210041	2175000	-9.155274e-09	214.28255	-0.019562466	-43.882248	0.078090146	0.013033325	0.0708	79.0	4275.970589637756
435	-3.387097	23.743038	52.0	-59.0	26.60215	-0.07928597	10.005725	50.73307	-33.212517	2180000	-5.912781e-09	197.24854	-0.01878324	-55.982468	0.08261084	0.015548639	0.0714	74.0	4291.095423460007
436	-3.0684211	25.083242	59.0	-69.0	26.221052	-0.4923121	10.56318	36.959766	-36.474133	2185000	-6.5803527e-09	213.13922	-0.015998708	-50.106384	0.07219878	0.015076116	0.0638	48.0	4305.62064909935
437	-0.72043014	25.754786	69.0	-84.0	26.790323	-0.17130978	9.66373	36.416386	-34.643147	2190000	-2.002716e-09	224.99663	-0.019753285	-59.293915	0.080475174	0.01115662	0.0736	79.0	4320.204060077667
438	-1.2320442	28.01324	53.0	-87.0	27.552486	0.09523181	9.773667	42.2464	-32.260937	2195000	8.010864e-09	263.32364	-0.018191028	-70.09767	0.07971868	0.012992625	0.069	79.0	4334.778939247131
439	-3.103627	23.028246	63.0	-82.0	25.823833	-0.9491949	9.37737	29.248991	-42.274563	2200000	-1.3542175e-08	177.97264	-0.017360492	-40.47931	0.07415115	0.01307945	0.0648	79.0	4349.569411993027
440	-3.6075268	24.811369	67.0	-85.0	26.865591	-1.32074	9.229116	31.464497	-47.85686	2205000	-5.722046e-10	206.07452	-0.019324755	-39.556335	0.07524033	0.012585764	0.0698	79.0	4364.842867136002
441	-1.2192514	23.877361	49.0	-105.0	26.71123	-1.0731803	10.242896	28.96195	-46.08382	2210000	5.1498414e-09	189.98648	-0.018870175	-36.076614	0.08375903	0.010944411	0.074	79.0	4379.262353658676
442	-3.4095745	25.795786	59.0	-83.0	26.542553	-0.6802793	9.696479	26.975605	-36.48606	2215000	-2.0980835e-08	210.4129	-0.019355949	-42.121765	0.077177726	0.0142097	0.0692	79.0	4393.8814997673035
443	2.772973	22.378376	76.0	-51.0	27.0	-0.23266475	9.608706	38.21174	-32.78479	2220000	1.18732455e-08	178.0629	-0.017376628	-38.279648	0.07368565	0.01129237	0.0648	79.0	4408.383324623108
444	0.7379679	25.493855	61.0	-80.0	26.625668	1.6144873	8.570204	30.628614	-31.651236	2225000	-1.0299683e-08	207.3661	-0.0135088265	-40.069733	0.07588566	0.015397478	0.0574	29.0	4422.692110776901
445	-4.0425534	23.141294	55.0	-66.0	26.49468	0.40233424	10.09567	39.147514	-67.098206	2230000	8.392334e-09	192.30959	-0.015712595	-44.19635	0.07382224	0.015467072	0.0576	38.0	4437.2952473163605
446	-2.694737	25.33796	74.0	-84.0	26.205263	-1.4612143	9.622898	26.178225	-51.098812	2235000	-1.411438e-08	212.14035	-0.018170057	-41.925095	0.07512952	0.008283871	0.0726	79.0	4452.342038869858
447	-3.6592178	25.36661	75.0	-68.0	27.748604	-0.6290663	10.144524	32.23036	-45.576965	2240000	-2.3841857e-09	221.0998	-0.015103959	-47.3732	0.075955495	0.015301379	0.0584	37.0	4467.049960374832
448	-2.6132596	26.31439	56.0	-79.0	27.486187	-0.69338983	10.505007	44.00867	-54.619484	2245000	-2.4795532e-09	211.32745	-0.018128842	-46.731186	0.07285054	0.015411093	0.069	76.0	4481.88419175148
449	-5.048913	22.013405	44.0	-61.0	27.043478	-0.97945184	9.366596	45.62159	-35.357483	2250000	-9.346008e-09	182.82207	-0.017873937	-38.313065	0.07092317	0.015114483	0.064	63.0	4496.209100246429
450	-2.7580645	27.015936	63.0	-101.0	26.860214	-2.179432	9.525878	32.436264	-60.12034	2255000	4.386902e-09	243.17725	-0.017464425	-58.67386	0.074571654	0.014105377	0.0658	79.0	4511.621764183044
451	-1.7903225	22.733238	59.0	-50.0	26.801075	-0.54560566	9.996176	45.03458	-51.416	2260000	7.629395e-09	180.58012	-0.017485939	-37.208115	0.07910039	0.011264923	0.0712	79.0	4526.630431652069
452	-1.109375	24.060545	70.0	-65.0	26.041666	0.09424321	8.381744	31.149923	-26.566792	2265000	-5.6266787e-09	178.73055	-0.019372158	-30.407791	0.078728415	0.0109346965	0.0684	79.0	4541.429900407791
453	0.972973	26.763313	62.0	-88.0	27.0	0.9219211	9.845847	48.52791	-44.060173	2270000	1.7166137e-09	238.56253	-0.018851798	-52.933304	0.08327752	0.009484134	0.07	79.0	4556.404597759247
454	-1.1208792	23.55043	51.0	-68.0	27.434067	0.31121665	10.12049	42.31936	-41.638718	2275000	-8.201599e-09	195.30287	-0.013979349	-39.09813	0.06511505	0.015199496	0.0604	44.0	4571.393094778061
455	0.8804348	23.355867	56.0	-70.0	27.048914	0.06278508	9.708608	29.509224	-37.68053	2280000	2.670288e-09	214.022	-0.015653657	-52.53676	0.07106948	0.015173699	0.058	43.0	4586.4759974479675
456	-2.7234042	24.293596	63.0	-75.0	26.526596	0.4323998	8.698139	32.389595	-32.367737	2285000	1.6021728e-08	209.85895	-0.017199853	-35.28717	0.07284322	0.015031079	0.0654	65.0	4601.036852121353
457	-3.2596686	25.79207	60.0	-100.0	27.569061	0.33107808	9.915639	28.071066	-39.009842	2290000	-4.9591065e-09	220.20122	-0.017393813	-46.571625	0.07594922	0.013439953	0.0682	79.0	4616.340044498444
458	2.3655913	26.309278	70.0	-114.0	26.758064	0.12872592	9.55336	32.25386	-38.891785	2295000	7.820129e-09	202.4605	-0.014471669	-37.217896	0.08563275	0.0152451815	0.0594	50.0	4632.081039428711
459	-4.7150536	22.718462	46.0	-54.0	26.747313	0.5953217	9.872733	33.684	-39.688004	2300000	1.1825562e-08	194.72964	-0.017106744	-39.974945	0.074344896	0.013250946	0.0602	79.0	4647.054504394531
460	0.24731183	25.798496	96.0	-66.0	26.833334	-0.9980083	8.687843	23.266832	-44.272694	2305000	-8.010864e-09	201.54915	-0.02121042	-40.125946	0.10108653	0.01542677	0.0854	73.0	4662.504969835281
461	-2.1871657	25.579744	63.0	-69.0	26.73262	-0.5002397	9.861346	40.129555	-37.592163	2310000	-1.2874604e-09	215.15262	-0.019671794	-43.484512	0.08612199	0.014835509	0.0758	77.0	4677.505044698715
462	-4.5409837	27.013197	50.0	-97.0	27.224043	-0.7605033	9.564318	35.821808	-42.303696	2315000	1.411438e-08	217.77092	-0.018586516	-46.50203	0.07128854	0.014501367	0.065	79.0	4693.2094004154205
463	-2.6208792	26.74594	67.0	-98.0	27.395605	-1.0758431	11.021579	36.59073	-49.102833	2320000	-7.4386595e-09	279.7544	-0.01817917	-69.75264	0.08313645	0.012226621	0.071	79.0	4709.001874923706
464	-0.9680851	25.256746	76.0	-73.0	26.48936	-0.33748677	9.279463	37.345734	-48.17182	2325000	-4.673004e-09	209.20004	-0.015697705	-42.676163	0.07059987	0.013135212	0.0594	79.0	4724.624564647675
465	1.7222222	23.448301	72.0	-60.0	27.677778	0.28269815	9.117041	34.187504	-35.648148	2330000	8.392334e-09	194.81488	-0.019275675	-39.12848	0.086015895	0.009235676	0.0716	79.0	4740.028856277466
466	-3.6507936	26.164818	72.0	-94.0	26.444445	0.927163	8.601852	40.6593	-33.839165	2335000	2.2888185e-09	224.75795	-0.019252246	-41.679855	0.078512065	0.015175258	0.0686	50.0	4754.971789360046
467	-1.0909091	28.18668	78.0	-82.0	26.684492	-1.8085092	9.464441	29.963898	-37.788456	2340000	-1.0490417e-08	250.09662	-0.019220442	-52.379868	0.07838209	0.014863079	0.0732	79.0	4770.348839521408
468	-5.0655737	25.274582	46.0	-97.0	27.240437	-0.7288528	10.223711	57.78846	-53.51075	2345000	5.340576e-09	213.54315	-0.014697987	-51.736053	0.08010886	0.015441897	0.0582	29.0	4785.773963212967
469	-4.237838	26.543543	64.0	-117.0	26.98919	-1.1154041	10.135871	29.708742	-31.018627	2350000	5.722046e-10	208.3244	-0.017732311	-38.824295	0.07859663	0.016317347	0.0646	53.0	4800.9846749305725
470	-3.492228	24.34172	49.0	-77.0	25.906736	-2.5896227	9.469447	26.863901	-49.799892	2355000	8.5830685e-09	189.60907	-0.014944173	-31.51361	0.07362142	0.015244156	0.0548	33.0	4815.789902210236
471	-0.60732985	23.298826	60.0	-60.0	26.172775	-0.7071308	9.220465	25.467417	-32.096497	2360000	1.1062622e-08	184.31955	-0.017763529	-32.120926	0.07976348	0.014823523	0.0688	66.0	4831.541632652283
472	0.16847827	25.388906	94.0	-61.0	27.141304	0.42951953	9.471657	24.425415	-46.581017	2365000	3.0517577e-09	219.32245	-0.016780423	-35.26544	0.07808766	0.015177864	0.0656	55.0	4847.023903608322
473	-1.1967213	26.317827	72.0	-91.0	27.174864	-0.17551868	9.849791	33.65806	-34.90898	2370000	1.335144e-09	200.54356	-0.018028842	-27.883224	0.08959944	0.015382826	0.0776	42.0	4861.730662584305
474	0.84864867	25.558598	53.0	-98.0	26.891891	0.50934815	9.788074	42.968815	-33.822533	2375000	1.1444092e-09	204.14404	-0.019177016	-33.348175	0.090521425	0.015318522	0.0762	68.0	4877.248927354813
475	-6.687151	26.33078	50.0	-95.0	27.89944	-0.7301896	9.507839	30.114859	-46.375916	2380000	-1.1348725e-08	216.0508	-0.017695175	-55.913147	0.07721131	0.012556795	0.0688	79.0	4892.872163534164
476	-4.619565	28.153439	86.0	-85.0	27.130434	-3.468952	9.543003	24.20648	-43.15975	2385000	1.411438e-08	220.0136	-0.020881882	-48.91147	0.08935515	0.013117657	0.0762	79.0	4908.665979146957
477	1.155914	23.794651	76.0	-72.0	26.860214	-0.7128628	10.738651	29.63459	-36.36932	2390000	-1.5258789e-09	216.09802	-0.014642239	-52.45871	0.08550247	0.015422202	0.0558	27.0	4923.397679805756
478	-3.2834225	25.109598	55.0	-66.0	26.721926	1.2780687	8.419414	27.02402	-36.45925	2395000	-9.727478e-09	201.95563	-0.018059637	-45.767	0.07555141	0.015277839	0.0672	76.0	4939.063289642334
479	-0.2460733	24.031984	57.0	-88.0	26.141361	-0.6386807	9.98623	28.025917	-36.43978	2400000	-3.8146974e-09	175.42236	-0.017858632	-26.578995	0.09126694	0.015514709	0.073	67.0	4955.238483428955
480	-1.4021739	22.85448	47.0	-61.0	27.076086	-0.30363896	8.704376	25.367737	-34.039295	2405000	1.1253357e-08	176.90495	-0.017165622	-34.472626	0.08244535	0.015164426	0.068	58.0	4970.875785827637
481	-3.0659342	26.290558	74.0	-77.0	27.401098	-0.23068814	8.967226	55.392044	-30.808548	2410000	5.912781e-09	264.28674	-0.017987996	-63.103867	0.08592894	0.0075572054	0.0706	79.0	4986.63316321373
482	-4.851852	22.72982	56.0	-63.0	26.380953	-2.0874085	10.005359	40.00349	-72.76718	2415000	-8.773804e-09	174.78412	-0.017717076	-36.27925	0.06758822	0.01499256	0.0724	79.0	5002.251201868057
483	-1.2473118	25.16554	50.0	-76.0	26.77957	-2.2918706	9.2980585	19.938572	-47.467957	2420000	8.773804e-09	221.71545	-0.01607795	-55.106476	0.077913634	0.015901921	0.0616	54.0	5017.729170560837
484	-2.1712706	27.117882	48.0	-106.0	27.596685	-0.14594604	10.145007	47.958153	-35.09908	2425000	-6.1035155e-09	240.87985	-0.018929489	-57.660583	0.0818858	0.012156004	0.0728	79.0	5033.40100812912
485	-2.652174	25.358917	75.0	-81.0	27.092392	-0.86537004	10.953282	36.791718	-66.42621	2430000	8.010864e-09	227.8929	-0.018674938	-63.437042	0.083315276	0.014200943	0.0748	79.0	5049.163067817688
486	1.8756757	24.182655	72.0	-94.0	26.897297	0.64218557	10.65156	41.6229	-54.126495	2435000	7.6293943e-10	190.5095	-0.013986796	-54.734024	0.074946314	0.015414898	0.0604	39.0	5065.122437238693
487	-3.7473118	24.697865	67.0	-69.0	26.876345	0.1971805	10.172529	39.455784	-57.289234	2440000	-1.27792354e-08	208.25055	-0.017243601	-51.747757	0.083631866	0.015446036	0.064	45.0	5080.614737510681
488	-3.3351648	26.401855	59.0	-93.0	27.395605	-1.4815227	10.0099745	56.046143	-71.35493	2445000	3.1232834e-09	253.40213	-0.014112439	-77.297134	0.088175006	0.01523896	0.0572	23.0	5095.825587511063
489	2.3651686	25.654058	60.0	-84.0	28.089888	-0.56556237	9.153628	25.465096	-44.30092	2450000	-8.9645384e-09	218.93158	-0.01655914	-46.678345	0.08339949	0.015260988	0.0646	60.0	5111.191930294037
490	-2.4708996	24.780209	53.0	-76.0	26.412699	0.40974092	9.597019	31.445927	-40.98104	2455000	1.7929077e-08	218.78285	-0.013992169	-49.694656	0.0858237	0.01640372	0.058	20.0	5126.489223003387
491	-4.5027323	25.779408	65.0	-60.0	27.273224	-0.45675543	9.987002	32.67014	-75.90071	2460000	9.536744e-10	234.32768	-0.014969528	-54.01425	0.0684083	0.01200936	0.0614	79.0	5142.410037517548
492	-4.755435	23.490515	64.0	-63.0	27.10326	-1.6334177	9.632299	29.701387	-47.15757	2465000	3.2424927e-09	166.62997	-0.016947111	-24.207977	0.068200834	0.013516669	0.0628	79.0	5158.479205369949
493	-4.194737	25.272388	48.0	-80.0	26.305264	-2.6624773	9.699438	27.112097	-43.013294	2470000	-9.536743e-09	194.39967	-0.019954568	-30.648178	0.082404785	0.013841382	0.074	79.0	5174.588322162628
